namespace,title,raw_content,created_at,updated_at 
Concept,Concrete data type,"== Headline ==

A [[data type]] defined in terms of a concrete representation

== Relationships ==

* Non-concrete data types are called [[abstract data type]]s.
* The term ""concrete data type"" is similar to the term ""[[data structure]]"".

== Metadata ==

* [[memberOf::Vocabulary:Data]]
* [[sameAs::http://www.haskell.org/haskellwiki/Concrete_data_type]]
* [[isA::Concept]]


      ",2013-06-12 14:53:32.901,2017-07-04 15:26:04.631585
Language,Concurrent Haskell,"== Headline ==

An extension of [[Language:Haskell 98]] with explicit concurrency

== Metadata ==

* [[instanceOf::Functional programming language]]
* [[sameAs::http://en.wikipedia.org/wiki/Concurrent_Haskell]]
",2013-06-12 14:53:33.569,2017-07-04 13:44:39.007454
Concept,Concurrent programming,"== Headline ==

Programming with collections of interacting [[process]]es

== Synonyms ==

* Concurrent computing

== Metadata ==

* [[memberOf::Vocabulary:Computing]]
* [[instanceOf::Programming domain]]
* [[sameAs::http://en.wikipedia.org/wiki/Concurrent_computing]]
",2013-06-12 14:53:33.742,2017-07-04 13:44:39.025706
Contribution,haskellList,"== Headline ==

[[List processing]] with [[Map function|map]] and friends in [[Language:Haskell]]
== Characteristics ==

The contribution demonstrates functional programming in [[Language:Haskell]]. List processing with map and friends is put to work.
== Illustration ==

[[Higher-order function]]s for [[list processing]] enable the concise implementation of [[list processing]] functionality in a regular manner, eliminating the need for problem-specific functions to be recursive or to perform pattern matching on lists. For comparison, consider the following code for totaling salaries without the use of map and friends, as part of [[Contribution:haskellEngineer]]:

<fragment url=""/contributions/haskellEngineer/src/Company/Total.hs/pattern/total"" />

Specifically, the helper function ''getSalaries'' should be regarded as ""boilerplate code"" because it duplicates a routine scheme of [[recursion]] which is readily generalized by the [[map function]]. Thus, [[Contribution:haskellList]] puts to work the [[map function]] and revises the code for totaling salaries as follows:

<fragment url=""src/Company/Total.hs/pattern/total"" />

Thus, the [[map function]] is used to iterate the ''getSalary'' function over lists of employees. Since map takes a function as argument, it is clearly a [[higher-order function]]. The result of mapping is a list which is summed up with the [[sum function]], which in itself, is not a higher-order function. However, it is worth noticing that the sum function is actually defined (or definable) in terms of another higher-order function for list processing, i.e., the [[fold function]], more specifically Haskell's ''foldr'' function.
== Relationships ==

* The present contribution revises [[Contribution:haskellEngineer]] to put to work map and friends.
* See [[Contribution:haskellLambda]] for a variation which exercises [[anonymous function]]s.
== Architecture ==

See [[Contribution:haskellEngineer]].
== Usage ==

See [[Contribution:haskellEngineer]].
== Metadata ==


* [[memberOf::Theme:Haskell introduction]]
* [[uses::Language:Haskell]]
* [[uses::Language:Haskell 98]]
* [[uses::Technology:GHC]]
* [[uses::Technology:Cabal]]
* [[implements::Feature:Flat company]]
* [[implements::Feature:Closed serialization]]
* [[implements::Feature:Total]]
* [[implements::Feature:Median]]
* [[implements::Feature:Cut]]
* [[developedBy::Contributor:rlaemmel]]
* [[basedOn::Contribution:haskellEngineer]]
* [[moreComplexThan::Contribution:haskellEngineer]]
* [[varies::Contribution:haskellEngineer]]

",2013-06-12 14:57:43.885,2017-07-05 15:27:43.354902
Contribution,riak,"== Headline ==

A NoSQL implementation based on [[Technology:Riak]]

== Metadata ==

* [[memberOf::Theme:NoSQL]]

",2013-06-12 14:58:45.538,2017-07-04 13:46:21.478805
Contribution,richerAndroid,"== Headline ==

Advanced [[Technology:Android]] programming

== Motivation ==

The implementation demonstrates advanced style of [[Technology:Android]] programming using the [[Technology:Android SDK]] and the [[Technology:Android Development Tool]]. It is based on [[Contribution:simpleAndroid | simpleAndroid]] with more features and functionalities. The application is in the position to explore and edit the company structure. The feature [[Feature:Closed serialization]] can save and load company objects. The [[Feature:Type-driven query | total]] and [[Feature:Type-driven transformation | cut]] features are also implemented. The application demonstarates more [[Listener | listener]] like the onLongClickListener. This implementation shows how to use defferent [[Dialog | dialogs]] and how to use [[Android Menu | options menu]]. Also there are more [[View | views]] like the edit text. The feature [[Feature:Localization]] is also implemented. If you change your system language then the application language will also change.

== Illustration ==

=== [[Dialog | Dialogs]] ===

==== AlertDialog ====

<syntaxhighlight lang=""java"" source="""" line>
Builder build = new Builder(DepartmentClickActivity.this);
	build.setTitle(R.string.areyousure)
	.setPositiveButton(R.string.yes, new DialogInterface.OnClickListener() {
		@Override
		public void onClick(DialogInterface dialog, int which) {
		...
	})
	.setNegativeButton(R.string.no, new DialogInterface.OnClickListener() {
		@Override
		public void onClick(DialogInterface dialog, int which) {
			dialog.dismiss();
		}
	})
	.show();
</syntaxhighlight>

An alert dialog is generated with a builder. In line two we set the title of the [[Dialog | dialog]] and in the next lines we set two buttons with their [[Listener | on click listener]]. In the last line we show the Dialog in front of the active [[Activity | activity]].

==== Custom Dialog ====

<syntaxhighlight lang=""java"" source="""" line>
Dialog dialog = new Dialog(this);
dialog.setTitle(R.string.createtheemployee);
dialog.setContentView(R.layout.newemployee);
((Button)dialog.findViewById(R.id.bt Cancel newemployee)).setOnClickListener(new OnClickListener() {
	@Override
	public void onClick(View arg0) {
		dialog.dismiss();
	}
});
dialog.show();
</syntaxhighlight>

In a custom Dialog we put a [[View | view]] in line three, which we have created in the [[Android Resource | resources]] as [[Layout |  XML layout]]. In the last line we show the dialog in front of the active [[Activity | activity]].

=== [[Android Menu | Options Menu]] ===

==== Create Menu ====

<syntaxhighlight lang=""java"" source="""" line>
@Override
public boolean onCreateOptionsMenu(Menu menu) {
	getMenuInflater().inflate(R.menu.menue, menu);
	menu.getItem(1).setTitle(R.string.addEmployee);
	menu.getItem(0).setTitle(R.string.addDepartment);
	return super.onCreateOptionsMenu(menu);
}
</syntaxhighlight>

If we click on the options button of our Smartphone then the onCreateOptionsMenu method will be started. In line three we put the created menu layout with the [[Menu Inflater | menu inflater]]. In line four and five we edit the entries of the Menu.

==== Give functionality ====

<syntaxhighlight lang=""java"" source="""" line>
@Override
public boolean onOptionsItemSelected(MenuItem item) {
	switch (item.getItemId()) {
		case R.id.opt total:{
			Toast.makeText(this, dept.total()+"""", Toast.LENGTH SHORT).show();
			return true;
		}
		case R.id.opt cut:{
			dept.cut();
			Toast.makeText(this,R.string.successful, Toast.LENGTH SHORT).show();
			return true;
		}
		...
	}
	return false;
}
</syntaxhighlight>

With the method onOptionsItemSelected we give the elements of the [[Android Menu | menu]] a funtionality.

=== Edittext ===
<syntaxhighlight lang=""java"" source="""" line>
EditText ed name = ((EditText)findViewById(R.id.ed name));
...
ed name.setText(employee.getName());
...
((EditText)findViewById(R.id.ed name)).getText().toString().trim();
</syntaxhighlight>

With an EditText we can edit the data of an Employee, the name of a Department and the name of the Company. In line three we put a String for example the employee's name, address or salary. After changing the String or after an action of the user we get the String from the edit text in line five.

== Architecture ==

* In the package ''org.softlang.company'' we define the Object-Model of the company.
* The [[Feature:Total]] and [[Feature:Cut]] is integrated in the Object-Model of the Company.
* In [this!!res/values/strings.xml values/strings.xml] we specify the Strings of the application.
* In [this!!res/values-de/strings.xml values-de/strings.xml] we specify the Strings of the application to demonstrate the 101feature [[Feature:Localization]].
* In [this!!res/layout layout] we define various [[Layout | layouts]] of the different [[View | views]].
* We implement the [[Activity | activities]] in the package ''org.softlang.activities''.
* Package ''org.softlang.features'' provides functionality for the [[Feature:Restructuring]] and [[Feature:Serialization]].
* The sample company is in the package ''org.softlang.tests''.

== Usage ==

* See Usage of [[Contribution:simpleAndroid | simpleAndroid]].

== Metadata ==
* [[uses::Language:Java]]
* [[uses::Language:XML]]
* [[uses::Technology:Android]]
* [[uses::Technology:Android SDK]]
* [[uses::Technology:Android Development Tool]]
* [[implements::Feature:Hierarchical company]]
* [[implements::Feature:Touch control]]
* [[implements::Feature:Browsing]]
* [[implements::Feature:Total]]
* [[implements::Feature:Cut]]
* [[implements::Feature:Restructuring]]
* [[implements::Feature:Editing]]
* [[implements::Feature:Closed serialization]]
* [[implements::Feature:Localization]]
* [[implements::Feature:Offline mode]]
* [[implements::Feature:Persistence]]
* [[developedBy::Contributor:hakanaksu]]

",2013-06-12 14:58:46.452,2017-07-05 15:29:40.669328
Concept,Constructor,"== Headline ==

An [[instance constructor]] or a [[data constructor]] or a [[type constructor]]

== Metadata ==

* [[carries::Tag:Ambiguity]]
",2013-06-12 14:53:34.357,2017-07-04 13:44:39.100989
Contribution,ruby,"== Headline ==
a simple ruby implementation

== Motivation ==
We make use of the Ruby Development Tools plug-in for Eclipse:
http://www.ibm.com/developerworks/opensource/library/os-rubyeclipse/

We use a simple object model for companies.
These are plain ruby objects plus instance methods for some of the scenarios.
See the tests package for test cases.

== Metadata ==
* [[developedBy::Contributor:tschmorleiz]]
",2013-06-12 14:58:46.785,2017-07-04 13:46:22.004599
Technology,Xtext,"== Headline ==

a toolkit for development of external textual DSLs

== Metadata ==
* [[instanceOf::Toolkit]]
* [[sameAs::http://www.eclipse.org/Xtext]]
* [[relatesTo::http://wiki.eclipse.org/Xtext]]
* [[facilitates::Metaprogramming]]
* [[implements::Language:Xtend]]
* [[implements::Language:Xtext]]",2013-06-12 15:02:08.812,2017-07-05 15:30:08.658703
Contribution,javaComposite,"== Headline ==

Making use of the tree-like object model using the [[Composite pattern|composite pattern]]

== Characteristics ==

The present implementation can be viewed as a variation on [[Contribution:javaInheritance]].
The [[Composite pattern|composite pattern]] is applied to a [[Feature:Hierarchical company|tree-like model of companies]].
To this end, employees and departments are composites while employees are leafs.
The features of [[Feature:Total|totaling]] and [[Feature:Cut|cutting]] a company, department and employees are specified in a component interface.

== Illustration ==

The data model is implemented with [[class inheritance]]. For example Departments:

<fragment url=""src/main/java/org/softlang/company/model/Department.java/class/Department""/>

[[Feature:Total]] and [[Feature:Cut]] are specified in the component interface

<fragment url=""src/main/java/org/softlang/company/model/Unit.java/class/Unit""/>

and implemented in the respective classes of the object model, for instance for departments:

<fragment url=""src/main/java/org/softlang/company/model/Department.java/class/Department""/method/cut>

== Usage ==

Execute the main class in Eclipse.

== Metadata ==

* [[implements::Feature:Hierarchical company]]
* [[implements::Feature:Total]]
* [[implements::Feature:Cut]]
* [[uses::Language:Java]]

* [[developedBy::Contributor:tschmorleiz]]

",2013-08-13 09:50:01.524,2017-07-05 15:30:12.150475
Contribution,sax,"== Headline ==

[[Push-based XML parsing]] in [[Language:Java]] with [[Technology:SAX]]

== Characteristics ==

[[XML processing]]

== Illustration ==

The data model is implemented as xml files (sampleCompany.xml) that conform to a schema (Company.xsd).

[[Feature:Parsing]] is implemented by loading a [[Technology:sax]] XMLreader:

<fragment url=""src/main/java/org/softlang/company/features/Parsing.java/class/Parsing/method/parse""/>

[[Feature:Unparsing]] can be implemented by a handler (see Cut).

[[Feature:Total]] is implemented by a SAX handler that totals during a parse:

<fragment url=""src/main/java/org/softlang/company/features/Total.java/class/Total/method/getTotal""/>

[[Feature:Cut]] is implemented by a SAX handler that outputs an XML-file with XMLStreamWriter.

The schema is not needed for the basic operations, but one can perform XML validation with regard to the schema (see package org.softlang.company.features.sax)

Test cases are implemented for all [[Namespace:Feature]]s.

== Relationships ==

For DOM-like implementations of in-memory XML processing see [[Contribution:dom]], [[Contribution:jdom]] and [[Contribution:xom]].

For a query-based implementation of in-memory XML processing see [[Contribution:xpathAPI]].

For push-based XML processing see [[Contribution:sax]].

For Object/XML mapping see [[Contribution:jaxbChoice]] (XSD with choice for different subunits), [[Contribution:jaxbComposition]] (XSD with object composition), [[Contribution:jaxbExtension]] (XSD with type extension) and [[Contribution:jaxbSubstitution]] (XSD with substitution groups).

== Architecture ==

The contribution follows a standardized structure:
* inputs contains input files for tests
* src/main/java contains the following packages:
** org.softlang.company.features for implementations of [[Functional requirements]].
*** org.softlang.company.features.sax for additional [[Technology:sax]] functionality.
* src/test/java contains the following packages:
** org.softlang.company.tests for [[Technology:JUnit]] test cases for [[Namespace:Feature]]s.

== Usage ==

This contribution uses [[Technology:Gradle]] for building. [[Technology:Eclipse]] is supported.

See https://github.com/101companies/101simplejava/blob/master/README.md

== Metadata ==

* [[implements::Feature:Hierarchical company]]
* [[implements::Feature:Mapping]]
* [[implements::Feature:Parsing]]
* [[implements::Feature:Unparsing]]
* [[implements::Feature:Total]]
* [[implements::Feature:Cut]]
* [[memberOf::Theme:Java mapping]]
* [[memberOf::Theme:XML programming]]
* [[uses::Language:Java]]
* [[uses::Language:XML]]
* [[uses::Language:XSD]]
* [[uses::Technology:SAX]]
* [[uses::Technology:JAXP]]
* [[uses::Technology:JUnit]]
* [[uses::Technology:Gradle]]

* [[developedBy::Contributor:tschmorleiz]]
* [[developedBy::Contributor:rlaemmel]]

",2013-06-12 14:58:49.498,2017-07-05 15:29:42.996749
Concept,Constructor method,"== Metadata ==

* [[instanceOf::Static method]]
",2013-06-12 14:53:34.584,2017-07-04 13:44:39.12558
Concept,Containment relationship,"== Metadata ==

* [[instanceOf::Relationship]]
",2013-06-12 14:53:34.978,2017-07-04 13:44:39.132532
Contribution,strutsAnnotation,"== Headline ==

[[Web programming]] in [[Language:Java]] with [[Technology:Struts]] configuring with annotations

== Motivation ==

This [[Language:Java]] [[Web application|web application]] illustrates the use of the popular [[Technology:Struts]] technology in combination with [[Technology:JSP]] and a [[Technology:Servlet API|servlet]] based [[Web server|web server]]. It introduces the use of [[Technology:Maven]] as a good advantage for [[Language:Java]] based [[Application|applications]], as well.

== Illustration ==

The [[Technology:Struts]] architecture is based on [[MVC]]. The view is implemented with [[Technology:JSP]], the controller is based on [[Language:Java]] ''action'' [[Class|classes]] in combination with [[Technology:Servlet API|servlets]] and the model is provided by a service [[Class|class]] and a class for each company, department and employee. The initial [[Feature:Hierarchical company]] data is stored in a [this!!src/main/resources/sampleCompany.ser serialization file] (compare [[Contribution:javaInheritance]]). We will illustrate the [[Technology:Struts]] implementation with an example of showing and cutting a company.

=== View ===

The [[Technology:JSP]] [this!!src/main/webapp/WEB-INF/content/list-all-companies.jsp file] for the view of the company offers two textfields and two buttons. One of the textfields shows the name, the other one shows the [[Feature:Total]] value. The buttons allow the user to request for further detailed information like a department list. It also allows her to cut all salaries of the company.

<syntaxhighlight lang=""xml"" source=""strutsAnnotation/src/main/webapp/WEB-INF/content/list-all-companies.jsp"">
...

<s:form action=""company"">

		...

		<s:iterator value=""allCompanies"">
			<tr>
				<!-- The name and total fields refer
					to the corresponding getters of ""Company.java"". -->
				<td><s:property value=""name""/></td>
				<td><s:property value=""total""/></td>
				<td>
					<!-- These lines create a link,
						which invokes the cutSalaries-method of ""CompanyAction.java -->
					<s:url id=""cutURL"" action=""company.cutSalaries"">
						<s:param name=""id"" value=""%{id}""/>
					</s:url>
					<s:a href=""%{cutURL}"">Cut</s:a>
				</td>
				<td>
					<!-- These lines create a link
						to the department list of the company. -->
					<s:url id=""detailURL"" action=""company.details"">
						<s:param name=""id"" value=""%{id}""/>
					</s:url>
					<s:a href=""%{detailURL}"">Detail</s:a>
				</td>
			</tr>
		</s:iterator>

		...
</syntaxhighlight>

The iterator <syntaxhighlight lang=""xml"" enclose=""none""><s:iterator ... /></syntaxhighlight> creates a table row for each company listed in the [this!!src/main/java/org/softlang/actions/ListAllCompaniesAction.java ListAllCompaniesAction.java] instance. The value <syntaxhighlight lang=""xml"" enclose=""none"">""allCompanies""</syntaxhighlight> refers to the member <syntaxhighlight lang=""java"" enclose=""none"">List<Company> allCompanies;</syntaxhighlight> of the [[Class|class]]. Each company within this list has a getter for its name and another for the [[Feature:Total]] value.

=== Controller ===

The <syntaxhighlight lang=""xml"" enclose=""none"">action=""company.cutSalaries""</syntaxhighlight> of the [[Feature:Cut]] link invokes the <syntaxhighlight lang=""java"" enclose=""none"">cutSalaries()</syntaxhighlight> method of [this!!src/main/java/org/softlang/actions/CompanyAction.java CompanyAction.java], which is, in combination with a [[Technology:Servlet API|servlet]], a controller of the application:

<syntaxhighlight lang=""java"" source=""strutsAnnotation/src/main/java/org/softlang/actions/CompanyAction.java"">
@Action(value = ""company.cutSalaries"",
			results = { @Result(name = ""listAllCompanies"", type=""redirectAction"", location=""list-all-companies"")})
public String cutSalaries() {
	company =  CompanyService.instance().findCompany(Long.parseLong(RequestUtil.getRequestParameter(""id"")));
	company.cut();
	return ""listAllCompanies"";
}
</syntaxhighlight>

The <syntaxhighlight lang=""java"" enclose=""none"">@Action(value = ""company.cutSalaries"", ...)</syntaxhighlight> maps this method to the action name ''company.cutSalaries''. Whenever this name is called within an action of the [[Technology:JSP]] files, this method is invoked. <syntaxhighlight lang=""java"" enclose=""none"">CompanyService.instance()</syntaxhighlight> returns the instance of the model, which returns the necessary entity for the company. This object is used to perform the companies [[Feature:Cut]] [[Method|method]]. The <syntaxhighlight lang=""java"" enclose=""none"">results</syntaxhighlight> parameter redirects the application to the [this!!src/main/webapp/WEB-INF/content/list-all-companies.jsp list-all-companies.jsp], which simply means, that the page is reloaded. Every result entry refers to a returned ''string'' value of the <syntaxhighlight lang=""java"" enclose=""none"">@Action(value = ""company.cutSalaries"", ...)</syntaxhighlight>. In this case, there is only one possible return value.

=== Model ===

All data are instantiated within the [[Singleton]] [this!!/src/main/java/org/softlang/services/CompanyService.java CompanyService.java], which is considered as a major part of the model. The instance contains lists of the company, its departments and its employees. As we have seen in the controller description, the [[Feature:Cut]] method of all of these entities is invokeable. In our case, the cut method for the company simply invokes the cut method of the departments:

<syntaxhighlight lang=""java"" source=""strutsAnnotation/src/main/java/org/softlang/basics/Company.java"">
	public void cut() {
		for (Department d : getDepts())
			d.cut();
	}
</syntaxhighlight>

The lists within this [this!!/src/main/java/org/softlang/services/CompanyService.java CompanyService.java] are initialized by loading a previously serialized company. We strongly recommend to have a look on [[Contribution:javaInheritance]], to get an overview over the serialization and deserialization process in [[Language:Java]].

== Architecture ==

* The [[Technology:JSP]] files for the view are located in [this!!src/main/webapp/WEB-INF/content].
* The [this!!src/main/webapp/index.jsp index.jsp] in the [this!!src/main/webapp] folder represents the initial page, which redirects to the first ''list-all-companies.jsp''. The [this!!src/main/webapp] folder also contains the [[Language:CSS]] files for this application.
* The [this!!src/main/resources] folder contains two necessary files. The [this!!src/main/resources/sampleCompany.ser] provides the serialized company data. The [this!!src/main/resources/struts.xml] [[Language:XML]] file defines, that the initial page of this application is the [this!!src/main/webapp/index.jsp index.jsp].
* The main [[Language:Java]] code of the application is located in [this!!src/main/java/org/softlang]. We have four folders for the different concerns. [this!!src/main/java/org/softlang/actions] contains the actions described in the illustration section for the controller. The [this!!src/main/java/org/softlang/basics] folder contains all necessary [[Class|classes]] for the deserialized company. The [this!!src/main/java/org/softlang/services/CompanyService.java CompanyService.java] is located in the [this!!src/main/java/org/softlang/services] folder. The last folder [this!!src/main/java/org/softlang/util] contains some helpful [[Language:Java]] files for the deserialization.

== Usage ==

''Requirements:''
* [[Technology:Maven]] (Version 2.x) as [[Technology:Eclipse]] plugin (http://eclipse.org/m2e/download/) or standalone (http://maven.apache.org/download.html)
* [[Web server]] or [[Application server|application server]] based on the [[Technology:Servlet API|servlet]] technology (We recommend [[Technology:JBoss Application Server|JBoss application server]], but [[Technology:Apache Tomcat]] will also be sufficient).

''Import (Eclipse only):''
Import the strutsAnnotation implementation into eclipse as [[Technology:Maven]] project:
* Click the ""File""-button in the menu bar and ""Import..."".
* Select the ""Maven"" folder and ""Existing Maven Projects"".
* Browse to your local ""strutsAnnotation"" folder and ""Finish"".

''Build:''
* Run ""mvn clean"" and ""mvn install"" in the root directory of the struts 2 implementation or (''Eclipse only'') right click on your imported project and first click ""Run As"" -> ""Maven clean"" and second ""Run As"" -> ""Maven install"".
* Copy the target/struts2app.war file to the web-application folder of your [[Web server]] ([[Technology:JBoss Application Server|JBoss application server]]: <JBossHome>/server/default/deploy).

''Run:''
* Start your [[Web server]] ([[Technology:JBoss Application Server|JBoss application server]]: <JBossHome>/bin/run.bat (Windows) or <JBossHome>/bin/run.sh (Unix)).
* Start your [[Web browser]] and go to http://localhost:8080/struts2app.

== Contributors ==

== Metadata ==
* [[uses::Language:Java]]
* [[uses::Language:XML]]
* [[uses::Language:HTML]]
* [[uses::Language:CSS]]
* [[uses::Technology:Struts]]
* [[uses::Technology:Servlet API]]
* [[uses::Technology:Maven]]
* [[Feature:Hierarchical company]]
* [[Feature:Total]]
* [[Feature:Cut]]
* [[Feature:Distribution]]
* [[Feature:Browsing]]
* [[Feature:Web UI]]
* [[memberOf::Theme:Web programming]]
* [[memberOf::Theme:Web applications in Java]]
* [[developedBy::Contributor:Rodrigo Bonifacio]]
* [[reviewedBy::Contributor:tzimmer]]",2013-06-12 14:59:01.172,2017-07-04 13:46:26.111728
Contribution,antlr4Parser,"== Headline ==

Processing textual syntax with semantic actions of ANTLR4

==Relationships==

This contribution is an ANTLR4 version of [[Contribution:antlrParser]].

== Usage ==

This contribution uses [[Technology:Gradle]] for building. [[Technology:Eclipse]] is supported.

See https://github.com/101companies/101simplejava/blob/master/README.md

== Metadata ==
* [[developedBy::Contributor:Manfred Jackel]]

* [[implements::Feature:Hierarchical company]]
* [[implements::Feature:Parsing]]
* [[implements::Feature:Total]]
* [[memberOf::Theme:ANTLR]]
* [[memberOf::Theme:Java mapping]]
* [[uses::Language:Java]]
* [[uses::Technology:ANTLR]]
* [[uses::Technology:JUnit]]
* [[uses::Technology:Gradle]]

",2014-08-17 15:22:02.854,2017-07-05 15:30:22.816953
Technology,WP7 SDK,"== Intent ==

Windows Phone 7 Software Development Kit
== Metadata ==
* ",2013-06-12 15:02:03.627,2017-07-04 13:47:32.306606
Contribution,jxpath,"== Headline ==
Traversing 101company-structure with [[Technology:JXPath|]]
==Characteristics==

This implementation traverse a simple company structure using an API for XPath.

XPath is a query language for finding and altering certain nodes in XML documents.
==Relationships==

For another usage of [[Language:XPath|]] see [[Contribution:xpathAPI]]
== Usage ==

This contribution uses [[Technology:Gradle|]] for building. [[Technology:Eclipse|]] is supported.

See https://github.com/101companies/101simplejava/blob/master/README.md
== Metadata ==
* [[implements::Feature:Hierarchical company]]
* [[implements::Feature:Total]]
* [[implements::Feature:Cut]]
* [[uses::Language:Java]]
* [[uses::Language:XPath]]
* [[uses::Technology:JUnit]]
* [[uses::Technology:Gradle]]
<!-- Next link is generated automatically-->
* [[developedBy::Contributor:mpaul138]]
<!-- Next link is generated automatically-->
* [[uses::Language:Plain Text]]
",2014-04-28 13:19:12.63,2017-07-05 15:30:17.318188
Contribution,javaGson,"== Headline ==

Working on JSON with Google [[Technology:Gson|Gson API]], mapping Json to a JsonTree representation
==Characteristics==

This contribution is using [[Language:JSON]] for storing the company structure and Gson API for parsing, unparsing and manipulating it the JSON.
The Gson API maps the input to an JSONTree representing the company.
==Relationships==

[[Contribution:javaGsonObjects]] is using the same Api and Features with a different JSON mapping
==Usage==

This contribution uses [[Technology:Gradle]] for building. [[Technology:Eclipse]] is supported.

See https://github.com/101companies/101simplejava/blob/master/README.md
==Temporary==
[https://github.com/https://github.com/101companies/101simplejava/tree/master/contributions/javaGson Gitlink]
== Metadata ==
* [[developedBy::Contributor:mpaul138]]
* [[uses::Language:JSON]]
* [[uses::Language:Plain Text]]
* [[uses::Language:Java]]
* [[implements::Feature:Hierarchical company]]
* [[implements::Feature:Unparsing]]
* [[implements::Feature:Parsing]]
* [[implements::Feature:Total]]
* [[implements::Feature:Cut]]
* [[uses::Technology:Gson]]
* [[uses::Technology:JUnit]]
* [[uses::Technology:Gradle]]
",2014-06-02 15:19:50.305,2017-07-05 15:30:19.267111
Contribution,simpleAndroid,"== Headline ==

Basic [[Technology:Android]] programming

== Motivation ==

The implementation demonstrates basic style of [[Technology:Android]] programming using the [[Technology:Android SDK]] and the [[Technology:Android Development Tool]]. The application is programmed in a way that [[Feature:Touch control]] is used exlusivly. It shows basic concepts like the [[Android Manifest]], the [[layout]] and the use of [[Activity | activities]]. Other concepts are demonstrated that are needed to represent the 101features [[Feature:Hierarchical_company]] and [[Feature:Browsing]]. This includes the [[View | views]] like buttons, the [[Listener | click listener]] and the use of an [[Adapter | adapter]] with a list view. For the communication between [[Activity | activities]] and to start them are used [[Intent | intents]]. The application uses text [[View | views]] to display the name, address and salary of an [[101term:Employee | employee]]. It shows [[Toast | toasts]] for any notifications.

== Metadata ==

",2013-06-12 14:58:57.876,2017-07-04 13:46:24.954067
Concept,DBMS,"== Headline ==

A [[database]] management system
== Metadata ==

* [[memberOf::Vocabulary:Data]]
* [[sameAs::http://en.wikipedia.org/wiki/DBMS]]
* [[relatesTo::http://en.wikipedia.org/wiki/Database_system]]
* [[isA::Software technology]]
",2013-06-12 14:53:36.501,2017-07-04 15:26:07.08916
Concept,Data constructor,"== Headline ==

A constructor of an [[algebraic data type]]

== Illustration ==

See the illustration for [[algebraic data type]]s.

== Metadata ==

* [[memberOf::Vocabulary:Functional programming]]
* [[sameAs::http://www.haskell.org/haskellwiki/Constructor]]
* [[isA::Concept]]

",2013-06-12 14:53:37.388,2017-07-04 15:26:07.234756
Concept,Data generator,"== Headline ==

a [[Function]] or a [[tool]] for [[test data generation]]

== Resource ==

* [http://en.wikipedia.org/wiki/Test_Data_Generation Test Data Generation] @ Wikipedia

== Metadata ==

* [[memberOf::Vocabulary:Software engineering]]
* [[isA::Concept]]

",2013-06-12 14:53:38.181,2017-07-04 15:26:07.422591
Concept,Data manipulation language,"== Headline ==

A software language for [[CRUD]] and [[Query|queries]]

== Relationships ==

See also [[data definition language]].

== Metadata ==

* [[sameAs::http://en.wikipedia.org/wiki/Data_manipulation_language]]
* [[isA::Software language]]

",2013-06-12 14:53:38.324,2017-07-04 15:26:07.562349
